Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados,Victimizaciones
Baleares,Delitos sexuales,26 a 40,Femenino,2014,0.0,1.0
Baleares,Delitos sexuales,26 a 40,Femenino,2013,1.0,1.0
Baleares,Delitos sexuales,26 a 40,Femenino,2012,0.0,0.0
Baleares,Delitos sexuales,26 a 40,Femenino,2011,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Masculino,2019,1.0,2.0
Baleares,Delitos sexuales,41 a 50,Masculino,2018,6.0,1.0
Baleares,Delitos sexuales,41 a 50,Masculino,2017,2.0,0.0
Baleares,Delitos sexuales,41 a 50,Masculino,2016,5.0,2.0
Baleares,Delitos sexuales,41 a 50,Masculino,2015,3.0,2.0
Baleares,Delitos sexuales,41 a 50,Masculino,2014,1.0,3.0
Baleares,Delitos sexuales,41 a 50,Masculino,2013,3.0,4.0
Baleares,Delitos sexuales,41 a 50,Masculino,2012,4.0,1.0
Baleares,Delitos sexuales,41 a 50,Masculino,2011,1.0,3.0
Baleares,Delitos sexuales,41 a 50,Femenino,2019,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2018,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2017,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2016,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2015,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2014,1.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2013,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2012,0.0,0.0
Baleares,Delitos sexuales,41 a 50,Femenino,2011,0.0,0.0
Baleares,Delitos sexuales,51 a 65,Masculino,2019,1.0,0.0
Baleares,Delitos sexuales,51 a 65,Masculino,2018,0.0,0.0
Baleares,Delitos sexuales,51 a 65,Masculino,2017,4.0,2.0
Baleares,Delitos sexuales,51 a 65,Masculino,2016,3.0,2.0
Baleares,Delitos sexuales,51 a 65,Masculino,2015,2.0,2.0
Baleares,Delitos sexuales,51 a 65,Masculino,2014,5.0,1.0
Baleares,Delitos sexuales,51 a 65,Masculino,2013,0.0,1.0
Baleares,Delitos sexuales,51 a 65,Masculino,2012,1.0,1.0
Baleares,Delitos sexuales,51 a 65,Masculino,2011,2.0,2.0
Baleares,Delitos sexuales,51 a 65,Femenino,2019,0.0,0.0
Baleares,Delitos sexuales,51 a 65,Femenino,2018,0.0,1.0
Baleares,Delitos sexuales,51 a 65,Femenino,2017,0.0,4.0
Baleares,Delitos sexuales,51 a 65,Femenino,2016,0.0,5.0
Baleares,Delitos sexuales,51 a 65,Femenino,2015,0.0,3.0
Baleares,Delitos sexuales,51 a 65,Femenino,2014,1.0,1.0
Baleares,Delitos sexuales,51 a 65,Femenino,2013,0.0,0.0
Baleares,Delitos sexuales,51 a 65,Femenino,2012,0.0,0.0
Baleares,Delitos sexuales,51 a 65,Femenino,2011,0.0,0.0
Baleares,Delitos sexuales,> 65,Masculino,2019,0.0,0.0
Baleares,Delitos sexuales,> 65,Masculino,2018,0.0,1.0
Baleares,Delitos sexuales,> 65,Masculino,2017,1.0,6.0
Baleares,Delitos sexuales,> 65,Masculino,2016,1.0,7.0
Baleares,Delitos sexuales,> 65,Masculino,2015,0.0,5.0
Baleares,Delitos sexuales,> 65,Masculino,2014,2.0,2.0
Baleares,Delitos sexuales,> 65,Masculino,2013,0.0,1.0
Baleares,Delitos sexuales,> 65,Masculino,2012,2.0,1.0
Baleares,Delitos sexuales,> 65,Masculino,2011,2.0,2.0
Baleares,Delitos sexuales,> 65,Femenino,2019,0.0,0.0
Baleares,Delitos sexuales,> 65,Femenino,2018,0.0,0.0
Baleares,Delitos sexuales,> 65,Femenino,2017,0.0,1.0
Baleares,Delitos sexuales,> 65,Femenino,2016,0.0,1.0
Baleares,Delitos sexuales,> 65,Femenino,2015,0.0,0.0
Baleares,Delitos sexuales,> 65,Femenino,2014,0.0,1.0
Baleares,Delitos sexuales,> 65,Femenino,2013,0.0,3.0
Baleares,Delitos sexuales,> 65,Femenino,2012,0.0,0.0
Baleares,Delitos sexuales,> 65,Femenino,2011,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2019,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2018,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2017,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2016,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2015,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2014,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2013,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2012,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Masculino,2011,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Femenino,2019,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Femenino,2018,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Femenino,2017,0.0,1.0
Baleares,Delitos sexuales,Desconocida,Femenino,2016,0.0,4.0
Baleares,Delitos sexuales,Desconocida,Femenino,2015,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Femenino,2014,0.0,1.0
Baleares,Delitos sexuales,Desconocida,Femenino,2013,0.0,4.0
Baleares,Delitos sexuales,Desconocida,Femenino,2012,0.0,0.0
Baleares,Delitos sexuales,Desconocida,Femenino,2011,0.0,1.0
Baleares,Falsificación informática,< 18,Masculino,2019,0.0,0.0
Baleares,Falsificación informática,< 18,Masculino,2018,0.0,1.0
Baleares,Falsificación informática,< 18,Masculino,2017,0.0,2.0
Baleares,Falsificación informática,< 18,Masculino,2016,0.0,1.0
Baleares,Falsificación informática,< 18,Masculino,2015,0.0,1.0
Baleares,Falsificación informática,< 18,Masculino,2014,0.0,0.0
Baleares,Falsificación informática,< 18,Masculino,2013,0.0,2.0
Baleares,Falsificación informática,< 18,Masculino,2012,0.0,2.0
Baleares,Falsificación informática,< 18,Masculino,2011,0.0,1.0
Baleares,Falsificación informática,< 18,Femenino,2019,0.0,2.0
Baleares,Falsificación informática,< 18,Femenino,2018,0.0,1.0
Baleares,Falsificación informática,< 18,Femenino,2017,0.0,4.0
Baleares,Falsificación informática,< 18,Femenino,2016,0.0,3.0
Baleares,Falsificación informática,< 18,Femenino,2015,1.0,3.0
Baleares,Falsificación informática,< 18,Femenino,2014,0.0,2.0
Baleares,Falsificación informática,< 18,Femenino,2013,0.0,1.0
Baleares,Falsificación informática,< 18,Femenino,2012,0.0,4.0
Baleares,Falsificación informática,< 18,Femenino,2011,1.0,3.0
Baleares,Falsificación informática,18 a 25,Masculino,2019,2.0,2.0
Baleares,Falsificación informática,18 a 25,Masculino,2018,1.0,2.0
Baleares,Falsificación informática,18 a 25,Masculino,2017,1.0,6.0
Baleares,Falsificación informática,18 a 25,Masculino,2016,0.0,4.0
Baleares,Falsificación informática,18 a 25,Masculino,2015,0.0,4.0
Baleares,Falsificación informática,18 a 25,Masculino,2014,1.0,2.0
Baleares,Falsificación informática,18 a 25,Masculino,2013,0.0,3.0
Baleares,Falsificación informática,18 a 25,Masculino,2012,0.0,6.0
Baleares,Falsificación informática,18 a 25,Masculino,2011,0.0,4.0
Baleares,Falsificación informática,18 a 25,Femenino,2019,0.0,5.0
Baleares,Falsificación informática,18 a 25,Femenino,2018,0.0,7.0
Baleares,Falsificación informática,18 a 25,Femenino,2017,0.0,4.0
Baleares,Falsificación informática,18 a 25,Femenino,2016,1.0,5.0
Baleares,Falsificación informática,18 a 25,Femenino,2015,0.0,5.0
Baleares,Falsificación informática,18 a 25,Femenino,2014,0.0,0.0
Baleares,Falsificación informática,18 a 25,Femenino,2013,0.0,2.0
Baleares,Falsificación informática,18 a 25,Femenino,2012,0.0,0.0
Baleares,Falsificación informática,18 a 25,Femenino,2011,3.0,2.0
Baleares,Falsificación informática,26 a 40,Masculino,2019,1.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2018,4.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2017,1.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2016,0.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2015,0.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2014,2.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2013,1.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2012,1.0,0.0
Baleares,Falsificación informática,26 a 40,Masculino,2011,4.0,0.0
Baleares,Falsificación informática,26 a 40,Femenino,2019,0.0,9.0
Baleares,Falsificación informática,26 a 40,Femenino,2018,2.0,10.0
Baleares,Falsificación informática,26 a 40,Femenino,2017,1.0,7.0
Baleares,Falsificación informática,26 a 40,Femenino,2016,2.0,15.0
Baleares,Falsificación informática,26 a 40,Femenino,2015,0.0,13.0
Baleares,Falsificación informática,26 a 40,Femenino,2014,1.0,4.0
Baleares,Falsificación informática,26 a 40,Femenino,2013,0.0,7.0
Baleares,Falsificación informática,26 a 40,Femenino,2012,1.0,4.0
Baleares,Falsificación informática,26 a 40,Femenino,2011,1.0,3.0
Baleares,Falsificación informática,41 a 50,Masculino,2019,1.0,14.0
Baleares,Falsificación informática,41 a 50,Masculino,2018,1.0,15.0
Baleares,Falsificación informática,41 a 50,Masculino,2017,1.0,12.0
Baleares,Falsificación informática,41 a 50,Masculino,2016,0.0,8.0
Baleares,Falsificación informática,41 a 50,Masculino,2015,1.0,7.0
Baleares,Falsificación informática,41 a 50,Masculino,2014,0.0,15.0
Baleares,Falsificación informática,41 a 50,Masculino,2013,1.0,8.0
Baleares,Falsificación informática,41 a 50,Masculino,2012,0.0,8.0
Baleares,Falsificación informática,41 a 50,Masculino,2011,0.0,3.0
Baleares,Falsificación informática,41 a 50,Femenino,2019,0.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2018,0.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2017,1.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2016,0.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2015,1.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2014,0.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2013,0.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2012,0.0,0.0
Baleares,Falsificación informática,41 a 50,Femenino,2011,0.0,0.0
Baleares,Falsificación informática,51 a 65,Masculino,2019,2.0,2.0
Baleares,Falsificación informática,51 a 65,Masculino,2018,1.0,5.0
Baleares,Falsificación informática,51 a 65,Masculino,2017,0.0,10.0
Baleares,Falsificación informática,51 a 65,Masculino,2016,1.0,7.0
Baleares,Falsificación informática,51 a 65,Masculino,2015,0.0,9.0
Baleares,Falsificación informática,51 a 65,Masculino,2014,2.0,4.0
Baleares,Falsificación informática,51 a 65,Masculino,2013,0.0,8.0
Baleares,Falsificación informática,51 a 65,Masculino,2012,0.0,5.0
Baleares,Falsificación informática,51 a 65,Masculino,2011,0.0,3.0
Baleares,Falsificación informática,51 a 65,Femenino,2019,1.0,8.0
Baleares,Falsificación informática,51 a 65,Femenino,2018,0.0,5.0
Baleares,Falsificación informática,51 a 65,Femenino,2017,0.0,1.0
Baleares,Falsificación informática,51 a 65,Femenino,2016,0.0,2.0
Baleares,Falsificación informática,51 a 65,Femenino,2015,0.0,7.0
Baleares,Falsificación informática,51 a 65,Femenino,2014,0.0,4.0
Baleares,Falsificación informática,51 a 65,Femenino,2013,0.0,6.0
Baleares,Falsificación informática,51 a 65,Femenino,2012,0.0,4.0
Baleares,Falsificación informática,51 a 65,Femenino,2011,0.0,4.0
Baleares,Falsificación informática,> 65,Masculino,2019,0.0,10.0
Baleares,Falsificación informática,> 65,Masculino,2018,0.0,10.0
Baleares,Falsificación informática,> 65,Masculino,2017,0.0,11.0
Baleares,Falsificación informática,> 65,Masculino,2016,0.0,9.0
Baleares,Falsificación informática,> 65,Masculino,2015,0.0,16.0
Baleares,Falsificación informática,> 65,Masculino,2014,0.0,8.0
Baleares,Falsificación informática,> 65,Masculino,2013,0.0,14.0
Baleares,Falsificación informática,> 65,Masculino,2012,0.0,9.0
Baleares,Falsificación informática,> 65,Masculino,2011,0.0,7.0
Baleares,Falsificación informática,> 65,Femenino,2019,0.0,9.0
Baleares,Falsificación informática,> 65,Femenino,2018,0.0,3.0
Baleares,Falsificación informática,> 65,Femenino,2017,0.0,3.0
Baleares,Falsificación informática,> 65,Femenino,2016,0.0,4.0
Baleares,Falsificación informática,> 65,Femenino,2015,0.0,2.0
Baleares,Falsificación informática,> 65,Femenino,2014,0.0,6.0
Baleares,Falsificación informática,> 65,Femenino,2013,0.0,5.0
Baleares,Falsificación informática,> 65,Femenino,2012,0.0,1.0
Baleares,Falsificación informática,> 65,Femenino,2011,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2019,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2018,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2017,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2016,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2015,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2014,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2013,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2012,0.0,0.0
Baleares,Falsificación informática,Desconocida,Masculino,2011,0.0,0.0
Baleares,Falsificación informática,Desconocida,Femenino,2019,0.0,17.0
Baleares,Falsificación informática,Desconocida,Femenino,2018,0.0,11.0
Baleares,Falsificación informática,Desconocida,Femenino,2017,0.0,5.0
Baleares,Falsificación informática,Desconocida,Femenino,2016,0.0,8.0
Baleares,Falsificación informática,Desconocida,Femenino,2015,0.0,5.0
Baleares,Falsificación informática,Desconocida,Femenino,2014,0.0,9.0
Baleares,Falsificación informática,Desconocida,Femenino,2013,0.0,7.0
Baleares,Falsificación informática,Desconocida,Femenino,2012,0.0,1.0
Baleares,Falsificación informática,Desconocida,Femenino,2011,1.0,1.0
Baleares,Fraude informático,< 18,Masculino,2019,0.0,1.0
Baleares,Fraude informático,< 18,Masculino,2018,1.0,0.0
Baleares,Fraude informático,< 18,Masculino,2017,3.0,2.0
Baleares,Fraude informático,< 18,Masculino,2016,0.0,7.0
Baleares,Fraude informático,< 18,Masculino,2015,0.0,5.0
Baleares,Fraude informático,< 18,Masculino,2014,0.0,2.0
Baleares,Fraude informático,< 18,Masculino,2013,2.0,3.0
Baleares,Fraude informático,< 18,Masculino,2012,0.0,4.0
Baleares,Fraude informático,< 18,Masculino,2011,0.0,1.0
Baleares,Fraude informático,< 18,Femenino,2019,0.0,6.0
Baleares,Fraude informático,< 18,Femenino,2018,0.0,2.0
Baleares,Fraude informático,< 18,Femenino,2017,1.0,3.0
Baleares,Fraude informático,< 18,Femenino,2016,0.0,0.0
Baleares,Fraude informático,< 18,Femenino,2015,0.0,1.0
Baleares,Fraude informático,< 18,Femenino,2014,0.0,2.0
Baleares,Fraude informático,< 18,Femenino,2013,1.0,1.0
Baleares,Fraude informático,< 18,Femenino,2012,0.0,2.0
Baleares,Fraude informático,< 18,Femenino,2011,1.0,0.0
Baleares,Fraude informático,18 a 25,Masculino,2019,17.0,7.0
Baleares,Fraude informático,18 a 25,Masculino,2018,13.0,2.0
Baleares,Fraude informático,18 a 25,Masculino,2017,6.0,5.0
Baleares,Fraude informático,18 a 25,Masculino,2016,6.0,7.0
Baleares,Fraude informático,18 a 25,Masculino,2015,6.0,6.0
Baleares,Fraude informático,18 a 25,Masculino,2014,8.0,4.0
Baleares,Fraude informático,18 a 25,Masculino,2013,7.0,4.0
Baleares,Fraude informático,18 a 25,Masculino,2012,7.0,6.0
Baleares,Fraude informático,18 a 25,Masculino,2011,9.0,1.0
Baleares,Fraude informático,18 a 25,Femenino,2019,2.0,248.0
Baleares,Fraude informático,18 a 25,Femenino,2018,1.0,218.0
Baleares,Fraude informático,18 a 25,Femenino,2017,1.0,151.0
Baleares,Fraude informático,18 a 25,Femenino,2016,2.0,78.0
Baleares,Fraude informático,18 a 25,Femenino,2015,0.0,92.0
Baleares,Fraude informático,18 a 25,Femenino,2014,4.0,48.0
Baleares,Fraude informático,18 a 25,Femenino,2013,4.0,51.0
Baleares,Fraude informático,18 a 25,Femenino,2012,2.0,83.0
Baleares,Fraude informático,18 a 25,Femenino,2011,4.0,19.0
Baleares,Fraude informático,26 a 40,Masculino,2019,15.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2018,3.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2017,6.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2016,14.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2015,20.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2014,16.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2013,14.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2012,15.0,0.0
Baleares,Fraude informático,26 a 40,Masculino,2011,8.0,0.0
Baleares,Fraude informático,26 a 40,Femenino,2019,11.0,515.0
Baleares,Fraude informático,26 a 40,Femenino,2018,8.0,421.0
Baleares,Fraude informático,26 a 40,Femenino,2017,7.0,265.0
Baleares,Fraude informático,26 a 40,Femenino,2016,2.0,167.0
Baleares,Fraude informático,26 a 40,Femenino,2015,1.0,175.0
Baleares,Fraude informático,26 a 40,Femenino,2014,3.0,91.0
Baleares,Fraude informático,26 a 40,Femenino,2013,6.0,90.0
Baleares,Fraude informático,26 a 40,Femenino,2012,9.0,132.0
Baleares,Fraude informático,26 a 40,Femenino,2011,8.0,38.0
Baleares,Fraude informático,41 a 50,Masculino,2019,9.0,903.0
Baleares,Fraude informático,41 a 50,Masculino,2018,9.0,718.0
Baleares,Fraude informático,41 a 50,Masculino,2017,6.0,407.0
Baleares,Fraude informático,41 a 50,Masculino,2016,7.0,261.0
Baleares,Fraude informático,41 a 50,Masculino,2015,8.0,304.0
Baleares,Fraude informático,41 a 50,Masculino,2014,7.0,173.0
Baleares,Fraude informático,41 a 50,Masculino,2013,3.0,138.0
Baleares,Fraude informático,41 a 50,Masculino,2012,4.0,157.0
Baleares,Fraude informático,41 a 50,Masculino,2011,3.0,64.0
Baleares,Fraude informático,41 a 50,Femenino,2019,2.0,0.0
Baleares,Fraude informático,41 a 50,Femenino,2018,4.0,0.0
Baleares,Fraude informático,41 a 50,Femenino,2017,5.0,0.0
Baleares,Fraude informático,41 a 50,Femenino,2016,1.0,0.0
Baleares,Fraude informático,41 a 50,Femenino,2015,2.0,1.0
Baleares,Fraude informático,41 a 50,Femenino,2014,3.0,0.0
Baleares,Fraude informático,41 a 50,Femenino,2013,2.0,0.0
Baleares,Fraude informático,41 a 50,Femenino,2012,1.0,2.0
Baleares,Fraude informático,41 a 50,Femenino,2011,1.0,0.0
Baleares,Fraude informático,51 a 65,Masculino,2019,3.0,874.0
Baleares,Fraude informático,51 a 65,Masculino,2018,1.0,591.0
Baleares,Fraude informático,51 a 65,Masculino,2017,1.0,325.0
Baleares,Fraude informático,51 a 65,Masculino,2016,1.0,191.0
Baleares,Fraude informático,51 a 65,Masculino,2015,1.0,248.0
Baleares,Fraude informático,51 a 65,Masculino,2014,3.0,117.0
Baleares,Fraude informático,51 a 65,Masculino,2013,4.0,119.0
Baleares,Fraude informático,51 a 65,Masculino,2012,1.0,199.0
Baleares,Fraude informático,51 a 65,Masculino,2011,1.0,55.0
Baleares,Fraude informático,51 a 65,Femenino,2019,2.0,740.0
Baleares,Fraude informático,51 a 65,Femenino,2018,1.0,517.0
Baleares,Fraude informático,51 a 65,Femenino,2017,1.0,261.0
Baleares,Fraude informático,51 a 65,Femenino,2016,1.0,163.0
Baleares,Fraude informático,51 a 65,Femenino,2015,0.0,205.0
Baleares,Fraude informático,51 a 65,Femenino,2014,0.0,116.0
Baleares,Fraude informático,51 a 65,Femenino,2013,0.0,70.0
Baleares,Fraude informático,51 a 65,Femenino,2012,1.0,77.0
Baleares,Fraude informático,51 a 65,Femenino,2011,0.0,33.0
Baleares,Fraude informático,> 65,Masculino,2019,2.0,1614.0
Baleares,Fraude informático,> 65,Masculino,2018,0.0,1108.0
Baleares,Fraude informático,> 65,Masculino,2017,0.0,586.0
Baleares,Fraude informático,> 65,Masculino,2016,2.0,354.0
Baleares,Fraude informático,> 65,Masculino,2015,0.0,454.0
Baleares,Fraude informático,> 65,Masculino,2014,1.0,233.0
Baleares,Fraude informático,> 65,Masculino,2013,0.0,189.0
Baleares,Fraude informático,> 65,Masculino,2012,0.0,277.0
Baleares,Fraude informático,> 65,Masculino,2011,1.0,88.0
Baleares,Fraude informático,> 65,Femenino,2019,0.0,859.0
Baleares,Fraude informático,> 65,Femenino,2018,0.0,491.0
Baleares,Fraude informático,> 65,Femenino,2017,0.0,233.0
Baleares,Fraude informático,> 65,Femenino,2016,0.0,165.0
Baleares,Fraude informático,> 65,Femenino,2015,0.0,206.0
Baleares,Fraude informático,> 65,Femenino,2014,0.0,99.0
Baleares,Fraude informático,> 65,Femenino,2013,0.0,92.0
Baleares,Fraude informático,> 65,Femenino,2012,0.0,151.0
Baleares,Fraude informático,> 65,Femenino,2011,0.0,49.0
Baleares,Fraude informático,Desconocida,Masculino,2019,0.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2018,1.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2017,0.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2016,0.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2015,0.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2014,0.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2013,0.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2012,2.0,0.0
Baleares,Fraude informático,Desconocida,Masculino,2011,1.0,0.0
Baleares,Fraude informático,Desconocida,Femenino,2019,0.0,1562.0
Baleares,Fraude informático,Desconocida,Femenino,2018,0.0,925.0
Baleares,Fraude informático,Desconocida,Femenino,2017,1.0,419.0
Baleares,Fraude informático,Desconocida,Femenino,2016,0.0,293.0
