Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Detenciones e investigados
Baleares,Interferencia en los datos y en el sistema,> 65,Femenino,2015,0.0
Baleares,Interferencia en los datos y en el sistema,> 65,Femenino,2014,0.0
Baleares,Interferencia en los datos y en el sistema,> 65,Femenino,2013,0.0
Baleares,Interferencia en los datos y en el sistema,> 65,Femenino,2012,0.0
Baleares,Interferencia en los datos y en el sistema,> 65,Femenino,2011,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2019,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2018,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2017,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2016,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2015,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2014,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2013,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2012,1.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Masculino,2011,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2019,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2018,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2017,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2016,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2015,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2014,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2013,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2012,0.0
Baleares,Interferencia en los datos y en el sistema,Desconocida,Femenino,2011,0.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2019,1.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2018,8.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2017,4.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2016,3.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2015,3.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2014,6.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2013,4.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2012,2.0
Canarias,Acceso e interceptación ilícita,< 18,Masculino,2011,2.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2019,2.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2018,1.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2017,1.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2016,1.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2015,3.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2014,2.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2013,0.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2012,0.0
Canarias,Acceso e interceptación ilícita,< 18,Femenino,2011,2.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2019,7.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2018,4.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2017,6.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2016,2.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2015,2.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2014,5.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2013,5.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2012,3.0
Canarias,Acceso e interceptación ilícita,18 a 25,Masculino,2011,1.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2019,1.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2018,1.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2017,1.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2016,0.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2015,2.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2014,4.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2013,0.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2012,0.0
Canarias,Acceso e interceptación ilícita,18 a 25,Femenino,2011,1.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2019,12.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2018,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2017,6.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2016,5.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2015,3.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2014,4.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2013,7.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2012,3.0
Canarias,Acceso e interceptación ilícita,26 a 40,Masculino,2011,7.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2019,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2018,3.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2017,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2016,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2015,1.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2014,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2013,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2012,2.0
Canarias,Acceso e interceptación ilícita,26 a 40,Femenino,2011,3.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2019,5.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2018,2.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2017,2.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2016,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2015,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2014,2.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2013,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2012,2.0
Canarias,Acceso e interceptación ilícita,41 a 50,Masculino,2011,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2019,2.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2018,0.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2017,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2016,0.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2015,0.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2014,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2013,0.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2012,1.0
Canarias,Acceso e interceptación ilícita,41 a 50,Femenino,2011,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2019,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2018,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2017,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2016,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2015,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2014,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2013,2.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2012,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Masculino,2011,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2019,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2018,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2017,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2016,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2015,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2014,1.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2013,2.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2012,0.0
Canarias,Acceso e interceptación ilícita,51 a 65,Femenino,2011,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2019,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2018,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2017,1.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2016,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2015,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2014,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2013,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2012,0.0
Canarias,Acceso e interceptación ilícita,> 65,Masculino,2011,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2019,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2018,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2017,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2016,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2015,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2014,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2013,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2012,0.0
Canarias,Acceso e interceptación ilícita,> 65,Femenino,2011,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2019,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2018,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2017,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2016,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2015,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2014,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2013,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2012,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Masculino,2011,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2019,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2018,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2017,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2016,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2015,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2014,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2013,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2012,0.0
Canarias,Acceso e interceptación ilícita,Desconocida,Femenino,2011,0.0
Canarias,Amenazas y coacciones,< 18,Masculino,2019,11.0
Canarias,Amenazas y coacciones,< 18,Masculino,2018,1.0
Canarias,Amenazas y coacciones,< 18,Masculino,2017,0.0
Canarias,Amenazas y coacciones,< 18,Masculino,2016,5.0
Canarias,Amenazas y coacciones,< 18,Masculino,2015,1.0
Canarias,Amenazas y coacciones,< 18,Masculino,2014,11.0
Canarias,Amenazas y coacciones,< 18,Masculino,2013,5.0
Canarias,Amenazas y coacciones,< 18,Masculino,2012,6.0
Canarias,Amenazas y coacciones,< 18,Masculino,2011,1.0
Canarias,Amenazas y coacciones,< 18,Femenino,2019,2.0
Canarias,Amenazas y coacciones,< 18,Femenino,2018,1.0
Canarias,Amenazas y coacciones,< 18,Femenino,2017,2.0
Canarias,Amenazas y coacciones,< 18,Femenino,2016,4.0
Canarias,Amenazas y coacciones,< 18,Femenino,2015,2.0
Canarias,Amenazas y coacciones,< 18,Femenino,2014,6.0
Canarias,Amenazas y coacciones,< 18,Femenino,2013,6.0
Canarias,Amenazas y coacciones,< 18,Femenino,2012,0.0
Canarias,Amenazas y coacciones,< 18,Femenino,2011,1.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2019,21.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2018,29.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2017,12.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2016,18.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2015,26.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2014,28.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2013,23.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2012,7.0
Canarias,Amenazas y coacciones,18 a 25,Masculino,2011,23.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2019,12.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2018,2.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2017,6.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2016,7.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2015,8.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2014,15.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2013,15.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2012,11.0
Canarias,Amenazas y coacciones,18 a 25,Femenino,2011,11.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2019,43.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2018,60.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2017,44.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2016,42.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2015,44.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2014,62.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2013,54.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2012,74.0
Canarias,Amenazas y coacciones,26 a 40,Masculino,2011,59.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2019,29.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2018,19.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2017,18.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2016,22.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2015,18.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2014,27.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2013,21.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2012,24.0
Canarias,Amenazas y coacciones,26 a 40,Femenino,2011,20.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2019,35.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2018,23.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2017,24.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2016,18.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2015,28.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2014,34.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2013,36.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2012,40.0
Canarias,Amenazas y coacciones,41 a 50,Masculino,2011,37.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2019,9.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2018,13.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2017,7.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2016,11.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2015,3.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2014,14.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2013,10.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2012,5.0
Canarias,Amenazas y coacciones,41 a 50,Femenino,2011,7.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2019,18.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2018,11.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2017,7.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2016,8.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2015,8.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2014,12.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2013,8.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2012,14.0
Canarias,Amenazas y coacciones,51 a 65,Masculino,2011,11.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2019,8.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2018,2.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2017,1.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2016,6.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2015,2.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2014,7.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2013,3.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2012,4.0
Canarias,Amenazas y coacciones,51 a 65,Femenino,2011,2.0
Canarias,Amenazas y coacciones,> 65,Masculino,2019,1.0
Canarias,Amenazas y coacciones,> 65,Masculino,2018,1.0
Canarias,Amenazas y coacciones,> 65,Masculino,2017,2.0
Canarias,Amenazas y coacciones,> 65,Masculino,2016,0.0
Canarias,Amenazas y coacciones,> 65,Masculino,2015,0.0
Canarias,Amenazas y coacciones,> 65,Masculino,2014,2.0
Canarias,Amenazas y coacciones,> 65,Masculino,2013,3.0
Canarias,Amenazas y coacciones,> 65,Masculino,2012,0.0
Canarias,Amenazas y coacciones,> 65,Masculino,2011,2.0
Canarias,Amenazas y coacciones,> 65,Femenino,2019,0.0
Canarias,Amenazas y coacciones,> 65,Femenino,2018,0.0
Canarias,Amenazas y coacciones,> 65,Femenino,2017,0.0
Canarias,Amenazas y coacciones,> 65,Femenino,2016,1.0
Canarias,Amenazas y coacciones,> 65,Femenino,2015,0.0
Canarias,Amenazas y coacciones,> 65,Femenino,2014,0.0
Canarias,Amenazas y coacciones,> 65,Femenino,2013,0.0
Canarias,Amenazas y coacciones,> 65,Femenino,2012,1.0
Canarias,Amenazas y coacciones,> 65,Femenino,2011,2.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2019,0.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2018,0.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2017,0.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2016,0.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2015,0.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2014,1.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2013,2.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2012,2.0
Canarias,Amenazas y coacciones,Desconocida,Masculino,2011,0.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2019,0.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2018,0.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2017,0.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2016,0.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2015,0.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2014,1.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2013,1.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2012,1.0
Canarias,Amenazas y coacciones,Desconocida,Femenino,2011,0.0
Canarias,Contra el honor,< 18,Masculino,2019,0.0
Canarias,Contra el honor,< 18,Masculino,2018,0.0
Canarias,Contra el honor,< 18,Masculino,2017,3.0
Canarias,Contra el honor,< 18,Masculino,2016,4.0
