Comunidad,Grupo Penal,Rango Edad,Sexo,Año,Victimizaciones
Asturias,Contra el honor,< 18,Masculino,2012,0.0
Asturias,Contra el honor,< 18,Masculino,2011,0.0
Asturias,Contra el honor,< 18,Femenino,2019,0.0
Asturias,Contra el honor,< 18,Femenino,2018,3.0
Asturias,Contra el honor,< 18,Femenino,2017,1.0
Asturias,Contra el honor,< 18,Femenino,2016,6.0
Asturias,Contra el honor,< 18,Femenino,2015,3.0
Asturias,Contra el honor,< 18,Femenino,2014,5.0
Asturias,Contra el honor,< 18,Femenino,2013,13.0
Asturias,Contra el honor,< 18,Femenino,2012,2.0
Asturias,Contra el honor,< 18,Femenino,2011,2.0
Asturias,Contra el honor,18 a 25,Masculino,2019,1.0
Asturias,Contra el honor,18 a 25,Masculino,2018,4.0
Asturias,Contra el honor,18 a 25,Masculino,2017,3.0
Asturias,Contra el honor,18 a 25,Masculino,2016,6.0
Asturias,Contra el honor,18 a 25,Masculino,2015,3.0
Asturias,Contra el honor,18 a 25,Masculino,2014,7.0
Asturias,Contra el honor,18 a 25,Masculino,2013,14.0
Asturias,Contra el honor,18 a 25,Masculino,2012,2.0
Asturias,Contra el honor,18 a 25,Masculino,2011,2.0
Asturias,Contra el honor,18 a 25,Femenino,2019,1.0
Asturias,Contra el honor,18 a 25,Femenino,2018,1.0
Asturias,Contra el honor,18 a 25,Femenino,2017,5.0
Asturias,Contra el honor,18 a 25,Femenino,2016,1.0
Asturias,Contra el honor,18 a 25,Femenino,2015,2.0
Asturias,Contra el honor,18 a 25,Femenino,2014,2.0
Asturias,Contra el honor,18 a 25,Femenino,2013,2.0
Asturias,Contra el honor,18 a 25,Femenino,2012,5.0
Asturias,Contra el honor,18 a 25,Femenino,2011,3.0
Asturias,Contra el honor,26 a 40,Masculino,2019,0.0
Asturias,Contra el honor,26 a 40,Masculino,2018,0.0
Asturias,Contra el honor,26 a 40,Masculino,2017,0.0
Asturias,Contra el honor,26 a 40,Masculino,2016,0.0
Asturias,Contra el honor,26 a 40,Masculino,2015,0.0
Asturias,Contra el honor,26 a 40,Masculino,2014,0.0
Asturias,Contra el honor,26 a 40,Masculino,2013,0.0
Asturias,Contra el honor,26 a 40,Masculino,2012,0.0
Asturias,Contra el honor,26 a 40,Masculino,2011,0.0
Asturias,Contra el honor,26 a 40,Femenino,2019,8.0
Asturias,Contra el honor,26 a 40,Femenino,2018,7.0
Asturias,Contra el honor,26 a 40,Femenino,2017,12.0
Asturias,Contra el honor,26 a 40,Femenino,2016,3.0
Asturias,Contra el honor,26 a 40,Femenino,2015,8.0
Asturias,Contra el honor,26 a 40,Femenino,2014,10.0
Asturias,Contra el honor,26 a 40,Femenino,2013,13.0
Asturias,Contra el honor,26 a 40,Femenino,2012,16.0
Asturias,Contra el honor,26 a 40,Femenino,2011,11.0
Asturias,Contra el honor,41 a 50,Masculino,2019,5.0
Asturias,Contra el honor,41 a 50,Masculino,2018,10.0
Asturias,Contra el honor,41 a 50,Masculino,2017,11.0
Asturias,Contra el honor,41 a 50,Masculino,2016,15.0
Asturias,Contra el honor,41 a 50,Masculino,2015,20.0
Asturias,Contra el honor,41 a 50,Masculino,2014,27.0
Asturias,Contra el honor,41 a 50,Masculino,2013,27.0
Asturias,Contra el honor,41 a 50,Masculino,2012,19.0
Asturias,Contra el honor,41 a 50,Masculino,2011,21.0
Asturias,Contra el honor,41 a 50,Femenino,2019,0.0
Asturias,Contra el honor,41 a 50,Femenino,2018,0.0
Asturias,Contra el honor,41 a 50,Femenino,2017,0.0
Asturias,Contra el honor,41 a 50,Femenino,2016,0.0
Asturias,Contra el honor,41 a 50,Femenino,2015,0.0
Asturias,Contra el honor,41 a 50,Femenino,2014,0.0
Asturias,Contra el honor,41 a 50,Femenino,2013,0.0
Asturias,Contra el honor,41 a 50,Femenino,2012,0.0
Asturias,Contra el honor,41 a 50,Femenino,2011,1.0
Asturias,Contra el honor,51 a 65,Masculino,2019,3.0
Asturias,Contra el honor,51 a 65,Masculino,2018,6.0
Asturias,Contra el honor,51 a 65,Masculino,2017,5.0
Asturias,Contra el honor,51 a 65,Masculino,2016,5.0
Asturias,Contra el honor,51 a 65,Masculino,2015,9.0
Asturias,Contra el honor,51 a 65,Masculino,2014,8.0
Asturias,Contra el honor,51 a 65,Masculino,2013,14.0
Asturias,Contra el honor,51 a 65,Masculino,2012,7.0
Asturias,Contra el honor,51 a 65,Masculino,2011,6.0
Asturias,Contra el honor,51 a 65,Femenino,2019,2.0
Asturias,Contra el honor,51 a 65,Femenino,2018,13.0
Asturias,Contra el honor,51 a 65,Femenino,2017,6.0
Asturias,Contra el honor,51 a 65,Femenino,2016,8.0
Asturias,Contra el honor,51 a 65,Femenino,2015,6.0
Asturias,Contra el honor,51 a 65,Femenino,2014,9.0
Asturias,Contra el honor,51 a 65,Femenino,2013,10.0
Asturias,Contra el honor,51 a 65,Femenino,2012,16.0
Asturias,Contra el honor,51 a 65,Femenino,2011,12.0
Asturias,Contra el honor,> 65,Masculino,2019,5.0
Asturias,Contra el honor,> 65,Masculino,2018,19.0
Asturias,Contra el honor,> 65,Masculino,2017,11.0
Asturias,Contra el honor,> 65,Masculino,2016,13.0
Asturias,Contra el honor,> 65,Masculino,2015,15.0
Asturias,Contra el honor,> 65,Masculino,2014,17.0
Asturias,Contra el honor,> 65,Masculino,2013,24.0
Asturias,Contra el honor,> 65,Masculino,2012,23.0
Asturias,Contra el honor,> 65,Masculino,2011,18.0
Asturias,Contra el honor,> 65,Femenino,2019,5.0
Asturias,Contra el honor,> 65,Femenino,2018,7.0
Asturias,Contra el honor,> 65,Femenino,2017,5.0
Asturias,Contra el honor,> 65,Femenino,2016,5.0
Asturias,Contra el honor,> 65,Femenino,2015,7.0
Asturias,Contra el honor,> 65,Femenino,2014,5.0
Asturias,Contra el honor,> 65,Femenino,2013,18.0
Asturias,Contra el honor,> 65,Femenino,2012,8.0
Asturias,Contra el honor,> 65,Femenino,2011,9.0
Asturias,Contra el honor,Desconocida,Masculino,2019,0.0
Asturias,Contra el honor,Desconocida,Masculino,2018,1.0
Asturias,Contra el honor,Desconocida,Masculino,2017,0.0
Asturias,Contra el honor,Desconocida,Masculino,2016,0.0
Asturias,Contra el honor,Desconocida,Masculino,2015,0.0
Asturias,Contra el honor,Desconocida,Masculino,2014,0.0
Asturias,Contra el honor,Desconocida,Masculino,2013,0.0
Asturias,Contra el honor,Desconocida,Masculino,2012,0.0
Asturias,Contra el honor,Desconocida,Masculino,2011,0.0
Asturias,Contra el honor,Desconocida,Femenino,2019,9.0
Asturias,Contra el honor,Desconocida,Femenino,2018,14.0
Asturias,Contra el honor,Desconocida,Femenino,2017,11.0
Asturias,Contra el honor,Desconocida,Femenino,2016,6.0
Asturias,Contra el honor,Desconocida,Femenino,2015,8.0
Asturias,Contra el honor,Desconocida,Femenino,2014,7.0
Asturias,Contra el honor,Desconocida,Femenino,2013,22.0
Asturias,Contra el honor,Desconocida,Femenino,2012,13.0
Asturias,Contra el honor,Desconocida,Femenino,2011,15.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Masculino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,< 18,Femenino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Masculino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,18 a 25,Femenino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Masculino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,26 a 40,Femenino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2019,1.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2016,1.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Masculino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,41 a 50,Femenino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2015,1.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2014,1.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Masculino,2011,1.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,51 a 65,Femenino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2015,1.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2014,1.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Masculino,2011,1.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2012,1.0
Asturias,Contra la propiedad industrial/intelectual,> 65,Femenino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2012,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Masculino,2011,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2019,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2018,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2017,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2016,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2015,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2014,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2013,0.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2012,1.0
Asturias,Contra la propiedad industrial/intelectual,Desconocida,Femenino,2011,0.0
Asturias,Delitos sexuales,< 18,Masculino,2019,2.0
Asturias,Delitos sexuales,< 18,Masculino,2018,4.0
Asturias,Delitos sexuales,< 18,Masculino,2017,3.0
Asturias,Delitos sexuales,< 18,Masculino,2016,7.0
Asturias,Delitos sexuales,< 18,Masculino,2015,3.0
Asturias,Delitos sexuales,< 18,Masculino,2014,1.0
Asturias,Delitos sexuales,< 18,Masculino,2013,1.0
Asturias,Delitos sexuales,< 18,Masculino,2012,1.0
Asturias,Delitos sexuales,< 18,Masculino,2011,0.0
Asturias,Delitos sexuales,< 18,Femenino,2019,9.0
Asturias,Delitos sexuales,< 18,Femenino,2018,15.0
Asturias,Delitos sexuales,< 18,Femenino,2017,6.0
Asturias,Delitos sexuales,< 18,Femenino,2016,5.0
Asturias,Delitos sexuales,< 18,Femenino,2015,12.0
Asturias,Delitos sexuales,< 18,Femenino,2014,14.0
Asturias,Delitos sexuales,< 18,Femenino,2013,9.0
Asturias,Delitos sexuales,< 18,Femenino,2012,5.0
Asturias,Delitos sexuales,< 18,Femenino,2011,1.0
Asturias,Delitos sexuales,18 a 25,Masculino,2019,11.0
Asturias,Delitos sexuales,18 a 25,Masculino,2018,19.0
Asturias,Delitos sexuales,18 a 25,Masculino,2017,9.0
Asturias,Delitos sexuales,18 a 25,Masculino,2016,13.0
Asturias,Delitos sexuales,18 a 25,Masculino,2015,15.0
Asturias,Delitos sexuales,18 a 25,Masculino,2014,15.0
Asturias,Delitos sexuales,18 a 25,Masculino,2013,10.0
Asturias,Delitos sexuales,18 a 25,Masculino,2012,6.0
Asturias,Delitos sexuales,18 a 25,Masculino,2011,1.0
Asturias,Delitos sexuales,18 a 25,Femenino,2019,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2018,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2017,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2016,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2015,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2014,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2013,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2012,0.0
Asturias,Delitos sexuales,18 a 25,Femenino,2011,0.0
Asturias,Delitos sexuales,26 a 40,Masculino,2019,0.0
Asturias,Delitos sexuales,26 a 40,Masculino,2018,0.0
Asturias,Delitos sexuales,26 a 40,Masculino,2017,0.0
